Geo Point;Geo Shape;ID;GEST;NUM;Localisati;ADR_S;dep;ARRO;MODELE;NB;TYPE_ENP;CLASSEE;COMPTEUR;OUV_HIVER;SDF;EN_SERVICE;COMM;ADR_APUR;ARR;code;CFA;NUM1;LET;TYPV;LIBV;CLE;num_ox;ARRO1;QUA;A_BOIRE
48.8949927297, 2.32074616453;"{""type"": ""Point"", ""coordinates"": [2.320746164529937, 48.8949927297497]}";1045.0;DEVE;;Jardin Paul-Didier;12 rue du Colonel Manhès;75.0;75017;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;12 rue du Colonel Manhes;117.0;4.0;2208;12;;RUE;COLONEL MANHES;2208-12;;17.0;68.0;1
48.8611382031, 2.32467061243;"{""type"": ""Point"", ""coordinates"": [2.324670612430951, 48.86113820307937]}";244.0;EDP;5;Port de Solferino;1 rue de Solferino;75.0;75007;Totem;1.0;Non;Non;Oui;Non;;;;1 rue de Solferino;107.0;10.0;9013;1;;RUE;SOLFERINO;9013-1;;7.0;26.0;1
48.852505375, 2.32453912699;"{""type"": ""Point"", ""coordinates"": [2.324539126992427, 48.852505374967066]}";231.0;DEVE;;Square des Missions Etrangères;1 rue de Commaille;75.0;75007;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;1 rue de Commaille;107.0;7.0;2225;1;;RUE;COMMAILLE;2225-1;;7.0;25.0;1
48.8315813659, 2.32685819905;"{""type"": ""Point"", ""coordinates"": [2.326858199048688, 48.83158136585964]}";773.0;DDEEES;;Marché Mouton-Duvernet;23 rue Brezin;75.0;75014;Borne marché;1.0;Non;Non;;;;;;23 rue Brezin;114.0;13.0;1288;23;;RUE;BREZIN;1288-23;;14.0;55.0;0
48.8325694408, 2.32672685249;"{""type"": ""Point"", ""coordinates"": [2.326726852489293, 48.83256944079785]}";749.0;DEVE;;Square Ferdinand-Brunot;place Ferdinand-Brunot;75.0;75014;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;pl Ferdinand Brunot;114.0;4.0;3577;1;;PL;FERDINAND BRUNOT;3577-1;numnr;14.0;55.0;1
48.8854650846, 2.32694112145;"{""type"": ""Point"", ""coordinates"": [2.326941121448663, 48.885465084583316]}";1131.0;DEVE;;Jardin des Deux Nèthes;24 avenue de Clichy;75.0;75018;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;24 avenue de Clichy;118.0;4.0;2112;24;;AV;CLICHY;2112-24;;18.0;69.0;1
48.8775855435, 2.32725598295;"{""type"": ""Point"", ""coordinates"": [2.327255982950373, 48.87758554347133]}";346.0;DVD;9/103;;Place de Budapest;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl de Budapest;109.0;14.0;1362;1;;PL;BUDAPEST;1362-1;numnr;9.0;33.0;1
48.8319579592, 2.32720688049;"{""type"": ""Point"", ""coordinates"": [2.327206880492546, 48.83195795916479]}";781.0;DDEEES;;Marché Mouton-Duvernet;51 rue Boulard;75.0;75014;Borne marché;1.0;Non;Non;;;;;;51 rue Boulard;114.0;13.0;1158;51;;RUE;BOULARD;1158-51;;14.0;55.0;0
48.8491040011, 2.32753010977;"{""type"": ""Point"", ""coordinates"": [2.327530109773602, 48.84910400106232]}";219.0;DDEEES;;Marché Raspail;68 boulevard Raspail;75.0;75006;Borne marché;1.0;Non;Non;;;;;;68 boulevard Raspail;106.0;13.0;8045;68;;BD;RASPAIL;8045-68;;6.0;23.0;0
48.822732415, 2.32869293365;"{""type"": ""Point"", ""coordinates"": [2.328692933651637, 48.82273241496805]}";816.0;DVD;14/136;;70 Boulevard Jourdan;75.0;75014;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;70 Boulevard Jourdan;114.0;14.0;5037;70;;BD;JOURDAN;5037-70;;14.0;55.0;1
48.8838523229, 2.33136029484;"{""type"": ""Point"", ""coordinates"": [2.33136029483547, 48.8838523228687]}";342.0;DVD;9/136;;65 Boulevard de Clichy;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;65 Boulevard de Clichy;109.0;14.0;2113;65;;BD;CLICHY;2113-65;;9.0;33.0;1
48.8963055864, 2.33474814223;"{""type"": ""Point"", ""coordinates"": [2.33474814223072, 48.89630558642777]}";1203.0;DVD;18/129;;36 Rue de Leibnitz;75.0;75018;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;36 Rue de Leibnitz;118.0;14.0;5488;36;;RUE;LEIBNIZ;5488-36;;18.0;69.0;1
48.8347029585, 2.33681676941;"{""type"": ""Point"", ""coordinates"": [2.336816769412037, 48.83470295850475]}";821.0;DVD;14/122;;98 Boulevard Arago;75.0;75014;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;98 Boulevard Arago;114.0;14.0;0402;98;;BD;ARAGO;0402-98;;14.0;53.0;1
48.8416967682, 2.33678756055;"{""type"": ""Point"", ""coordinates"": [2.336787560554458, 48.841696768222256]}";197.0;DEVE;;Jardin Marco Polo;1 bis rue Michelet;75.0;75006;Modèle spécifique;1.0;Non;Non;Non;Non;Oui;Oui;;1 bis rue Michelet;106.0;7.0;6334;1;B;RUE;MICHELET;6334-1B;;6.0;22.0;1
48.8433314166, 2.33688821181;"{""type"": ""Point"", ""coordinates"": [2.33688821181443, 48.843331416613786]}";203.0;DEVE;;Jardin Robert Cavelier de la Salle;Place André Honnorat;75.0;75006;Modèle spécifique;2.0;Non;Non;Non;Non;Oui;Oui;;pl Andre Honnorat;106.0;7.0;0326;1;;PL;ANDRE HONNORAT;0326-1;numnr;6.0;22.0;1
48.8935367681, 2.33778090448;"{""type"": ""Point"", ""coordinates"": [2.33778090448344, 48.89353676805776]}";1168.0;DDEEES;;Marché Ordener;140 rue Ordener;75.0;75018;Borne marché;1.0;Non;Non;;;;;;140 rue Ordener;118.0;13.0;6918;140;;RUE;ORDENER;6918-140;;18.0;69.0;0
48.8416555467, 2.33724436383;"{""type"": ""Point"", ""coordinates"": [2.337244363827678, 48.84165554670233]}";226.0;DVD;6/103;;84 Boulevard Saint Michel;75.0;75006;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;84 Boulevard Saint Michel;106.0;14.0;8705;84;;BD;SAINT MICHEL;8705-84;;6.0;22.0;1
48.8889479011, 2.33810067917;"{""type"": ""Point"", ""coordinates"": [2.338100679170279, 48.888947901073486]}";1161.0;DEVE;149;Fontaine Steinlen;3 place Constantin Pecqueur;75.0;75018;Fontaine ornementale;1.0;;;;;;;;3 place Constantin Pecqueur;118.0;12.0;2291;3;;PL;CONSTANTIN PECQUEUR;2291-3;;18.0;69.0;0
48.8695840247, 2.33783354828;"{""type"": ""Point"", ""coordinates"": [2.337833548277901, 48.86958402467514]}";52.0;DVD;2/115;;Rue Ménars;75.0;75002;Sanisette;1.0;Non;Non;Oui;Non;Oui;Non;Sanisette actuellement déposée pour travaux (date de remise en service pas connue);Rue Menars;102.0;14.0;6261;1;;RUE;MENARS;6261-1;numnr;2.0;6.0;1
48.8244064308, 2.33799064369;"{""type"": ""Point"", ""coordinates"": [2.337990643688156, 48.82440643079602]}";813.0;DVD;14/109;;38 Avenue Reille;75.0;75014;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;38 Avenue Reille;114.0;14.0;8105;38;;AV;REILLE;8105-38;;14.0;54.0;1
48.8920673134, 2.33892163219;"{""type"": ""Point"", ""coordinates"": [2.338921632194596, 48.89206731341235]}";1132.0;DEVE;;Square Léon-Serpollet;25 rue des Cloÿs;75.0;75018;Borne-fontaine;3.0;Non;Non;Non;Non;Oui;Oui;;25 rue des Cloys;118.0;4.0;2157;25;;RUE;CLOYS;2157-25;;18.0;69.0;1
48.8271707037, 2.34176108443;"{""type"": ""Point"", ""coordinates"": [2.341761084431283, 48.82717070368941]}";668.0;DDEEES;;Marché Alésia;102 rue de la Santé;75.0;75013;Borne marché;1.0;Non;Non;;;;;;102 rue de la Sante;113.0;13.0;8809;102;;RUE;SANTE;8809-102;;14.0;54.0;0
48.8821771144, 2.3416652565;"{""type"": ""Point"", ""coordinates"": [2.341665256497669, 48.8821771144158]}";340.0;DVD;9/135;;49 Boulevard de Rochechouart;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;49 Boulevard de Rochechouart;109.0;14.0;8288;49;;BD;ROCHECHOUART;8288-49;;9.0;36.0;1
48.8265926937, 2.34218037213;"{""type"": ""Point"", ""coordinates"": [2.342180372125175, 48.826592693745624]}";705.0;DVD;13/112;;134 Rue de la Glacière;75.0;75013;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;134 Rue de la Glaciere;113.0;14.0;4201;134;;RUE;GLACIERE;4201-134;;13.0;51.0;1
48.8623396544, 2.34232218626;"{""type"": ""Point"", ""coordinates"": [2.342322186263696, 48.862339654355026]}";30.0;DVD;1/125;;46 Rue Berger;75.0;75001;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;46 Rue Berger;101.0;14.0;0885;46;;RUE;BERGER;0885-46;;1.0;2.0;1
48.8486091654, 2.34246944802;"{""type"": ""Point"", ""coordinates"": [2.342469448024102, 48.848609165436706]}";155.0;DPA;28;Fontaine Sorbonne;1 Place de la Sorbonne;75.0;75005;Fontaine ornementale;1.0;Non;Non;Oui;Non;;Oui;;1 Place de la Sorbonne;105.0;12.0;9032;1;;PL;SORBONNE;9032-1;;5.0;20.0;0
48.8825687454, 2.34364363457;"{""type"": ""Point"", ""coordinates"": [2.343643634568359, 48.88256874543101]}";338.0;DVD;9/114;;45 Boulevard de Rochechouart;75.0;75009;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;45 Boulevard de Rochechouart;109.0;14.0;8288;45;;BD;ROCHECHOUART;8288-45;;9.0;36.0;1
48.8462968734, 2.37931828199;"{""type"": ""Point"", ""coordinates"": [2.379318281993408, 48.846296873394415]}";510.0;EDP;42;;122 rue de Charenton;75.0;75012;Wallace;1.0;Non;;Oui;Non;;;;122 rue de Charenton;112.0;11.0;1794;122;;RUE;CHARENTON;1794-122;;12.0;48.0;1
48.8900026331, 2.3799086065;"{""type"": ""Point"", ""coordinates"": [2.379908606498004, 48.89000263314932]}";1265.0;DDEEES;;Marché Joinville;14 rue de Joinville;75.0;75019;Borne marché;1.0;Non;Non;;;;;;14 rue de Joinville;119.0;13.0;4990;14;;RUE;JOINVILLE;4990-14;;19.0;73.0;0
48.8295904805, 2.37989738047;"{""type"": ""Point"", ""coordinates"": [2.379897380473137, 48.82959048054004]}";654.0;DEVE;102;Mur des pluies;15 rue Thomas Mann;75.0;75013;Fontaine ornementale;1.0;;;;;;;;15 rue Thomas Mann;113.0;12.0;9288;15;;RUE;THOMAS MANN;9288-15;;13.0;50.0;0
48.8893395056, 2.38049897185;"{""type"": ""Point"", ""coordinates"": [2.380498971846921, 48.88933950563088]}";1284.0;DVD;19/126;;2 rue de Joinville;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;2 rue de Joinville;119.0;14.0;4990;2;;RUE;JOINVILLE;4990-2;;19.0;73.0;1
48.8854505323, 2.380779764;"{""type"": ""Point"", ""coordinates"": [2.380779763998202, 48.885450532328846]}";1279.0;DVD;19/120;;107 Avenue Jean Jaurès;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;107 Avenue Jean Jaures;119.0;14.0;4903;107;;AV;JEAN JAURES;4903-107;;19.0;73.0;1
48.8683861205, 2.38121100527;"{""type"": ""Point"", ""coordinates"": [2.381211005273506, 48.86838612051361]}";451.0;DDEEES;;Marché Belleville;25 boulevard de Belleville;75.0;75011;Borne marché;1.0;Non;Non;;;;;;25 boulevard de Belleville;111.0;13.0;0832;25;;BD;BELLEVILLE;0832-25;;11.0;41.0;0
48.8676422549, 2.38242421014;"{""type"": ""Point"", ""coordinates"": [2.382424210137995, 48.867642254943384]}";453.0;DDEEES;;Marché Belleville;5 boulevard de Belleville;75.0;75011;Borne marché;1.0;Non;Non;;;;;;5 boulevard de Belleville;111.0;13.0;0832;5;;BD;BELLEVILLE;0832-5;;11.0;41.0;0
48.8341798248, 2.38405431012;"{""type"": ""Point"", ""coordinates"": [2.384054310119011, 48.83417982480502]}";520.0;DEVE;78;Grande Terrasse Cascade;1 rue Joseph Kessel;75.0;75012;Fontaine ornementale;1.0;;;;;;;;1 rue Joseph Kessel;112.0;12.0;5016;1;;RUE;JOSEPH KESSEL;5016-1;;12.0;47.0;0
48.8566862624, 2.38309792865;"{""type"": ""Point"", ""coordinates"": [2.383097928654518, 48.85668626240511]}";410.0;DEVE;;Square des rues Mercoeur et Belfort;4 rue Mercoeur;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;N;;4 rue Mercoeur;111.0;4.0;6274;4;;RUE;MERCOEUR;6274-4;;11.0;43.0;1
48.8588086097, 2.383937418;"{""type"": ""Point"", ""coordinates"": [2.383937418000081, 48.858808609679755]}";468.0;DVD;11/114;;135 Rue de la Roquette;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;135 Rue de la Roquette;111.0;14.0;8358;135;;RUE;ROQUETTE;8358-135;;11.0;43.0;1
48.8835616866, 2.38363446596;"{""type"": ""Point"", ""coordinates"": [2.383634465963843, 48.883561686593744]}";1280.0;DVD;19/116;;14 Rue Meynadier;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;14 Rue Meynadier;119.0;14.0;6313;14;;RUE;MEYNADIER;6313-14;;19.0;76.0;1
48.8504080654, 2.38343819251;"{""type"": ""Point"", ""coordinates"": [2.38343819250528, 48.850408065388095]}";472.0;DVD;11/134;;196 Rue du Faubourg Saint Antoine;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;196 Rue du Faubourg Saint Antoine;111.0;14.0;3514;196;;RUE;FAUBOURG SAINT ANTOINE;3514-196;;12.0;48.0;1
48.856075501, 2.38558351379;"{""type"": ""Point"", ""coordinates"": [2.385583513790026, 48.85607550101855]}";418.0;DEVE;;Square Frot-Phalsbourg;Cité Phalsbourg;75.0;75011;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;Cite Phalsbourg;111.0;4.0;7370;1;;CI;PHALSBOURG;7370-1;numnr;11.0;43.0;1
48.8712847939, 2.38424104428;"{""type"": ""Point"", ""coordinates"": [2.384241044281714, 48.87128479387679]}";1363.0;DEVE;155;Bassins Bas;45 rue des Couronnes;75.0;75020;Fontaine ornementale;1.0;;;;;;;;45 rue des Couronnes;120.0;12.0;2398;45;;RUE;COURONNES;2398-45;;20.0;77.0;0
48.8589889514, 2.38487821654;"{""type"": ""Point"", ""coordinates"": [2.384878216544623, 48.85898895136854]}";403.0;DEVE;;Square de la Roquette;145 rue de la Roquette;75.0;75011;Borne-fontaine;3.0;Non;Non;Non;Non;Oui;Oui;;145 rue de la Roquette;111.0;4.0;8358;145;;RUE;ROQUETTE;8358-145;;11.0;43.0;1
48.8972800317, 2.38568358648;"{""type"": ""Point"", ""coordinates"": [2.385683586483694, 48.89728003167865]}";1293.0;DVD;19/119;;32 Avenue Corentin Cariou;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;32 Avenue Corentin Cariou;119.0;14.0;2334;32;;AV;CORENTIN CARIOU;2334-32;;19.0;74.0;1
48.8422620966, 2.38611321063;"{""type"": ""Point"", ""coordinates"": [2.386113210627792, 48.8422620966134]}";511.0;EDP;40;;149 avenue Daumesnil;75.0;75012;Wallace;1.0;Non;;Oui;Non;;;;149 avenue Daumesnil;112.0;11.0;2584;149;;AV;DAUMESNIL;2584-149;;12.0;47.0;1
48.8532831357, 2.38802730462;"{""type"": ""Point"", ""coordinates"": [2.388027304620421, 48.85328313566746]}";471.0;DVD;11/106;;195 Boulevard Voltaire;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;195 Boulevard Voltaire;111.0;14.0;9907;195;;BD;VOLTAIRE;9907-195;;11.0;44.0;1
48.8424538548, 2.38822736599;"{""type"": ""Point"", ""coordinates"": [2.388227365992202, 48.842453854756094]}";525.0;DEVE;79;Jardin d'eau;15 rue Albinoni;75.0;75012;Fontaine ornementale;1.0;;;;;;;;15 rue Albinoni;112.0;12.0;0140;15;;RUE;ALBINONI;0140-15;;12.0;46.0;0
48.8589294838, 2.38894866812;"{""type"": ""Point"", ""coordinates"": [2.388948668115655, 48.85892948376366]}";480.0;DVD;11/112;;7 Boulevard de Ménilmontant;75.0;75011;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;7 Boulevard de Menilmontant;111.0;14.0;6267;7;;BD;MENILMONTANT;6267-7;;11.0;43.0;1
48.8387139058, 2.38880194586;"{""type"": ""Point"", ""coordinates"": [2.388801945860224, 48.838713905812185]}";491.0;DEVE;;Square Jean Morin;213 rue de Charenton;75.0;75012;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;213 rue de Charenton;112.0;4.0;1794;213;;RUE;CHARENTON;1794-213;;12.0;46.0;1
48.8388862434, 2.38949814093;"{""type"": ""Point"", ""coordinates"": [2.38949814092614, 48.8388862434144]}";585.0;DVD;12/148;;2 Boulevard de Reuilly;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;2 Boulevard de Reuilly;112.0;14.0;8174;2;;BD;REUILLY;8174-2;;12.0;46.0;1
48.866520669, 2.39024923914;"{""type"": ""Point"", ""coordinates"": [2.390249239136858, 48.866520669012104]}";1319.0;DEVE;;Square Elisa-Borey;3 rue Elisa-Borey;75.0;75020;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;3 rue Elisa Borey;120.0;4.0;3184;3;;RUE;ELISA BOREY;3184-3;;20.0;79.0;1
48.8636515406, 2.39164604801;"{""type"": ""Point"", ""coordinates"": [2.391646048006289, 48.8636515406496]}";1313.0;DEVE;;Square Samuel-de-Champlain;18 avenue Gambetta;75.0;75020;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;18 avenue Gambetta;120.0;4.0;3933;18;;AV;GAMBETTA;3933-18;;20.0;79.0;1
48.8768469331, 2.39295397115;"{""type"": ""Point"", ""coordinates"": [2.392953971150363, 48.87684693306457]}";1247.0;DEVE;;Square Monseigneur Maillet;place des Fêtes;75.0;75019;Modèle spécifique;2.0;Non;Non;Non;Non;Oui;Oui;;pl des Fetes;119.0;7.0;3627;1;;PL;FETES;3627-1;numnr;19.0;75.0;1
48.8390992863, 2.39308171103;"{""type"": ""Point"", ""coordinates"": [2.393081711030705, 48.83909928631926]}";587.0;DVD;12/103;;28 Boulevard de Reuilly;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;28 Boulevard de Reuilly;112.0;14.0;8174;28;;BD;REUILLY;8174-28;;12.0;46.0;1
48.8763994696, 2.39279378715;"{""type"": ""Point"", ""coordinates"": [2.392793787151682, 48.87639946962338]}";1264.0;DDEEES;;Marché Place des Fêtes;1 rue Petitot;75.0;75019;Borne marché;1.0;Non;Non;;;;;;1 rue Petitot;119.0;13.0;7340;1;;RUE;PETITOT;7340-1;;19.0;75.0;0
48.839227531, 2.39290647946;"{""type"": ""Point"", ""coordinates"": [2.392906479456653, 48.83922753104645]}";560.0;DDEEES;;Marché Daumesnil;32 boulevard de Reuilly;75.0;75012;Borne marché;1.0;Non;Non;;;;;;32 boulevard de Reuilly;112.0;13.0;8174;32;;BD;REUILLY;8174-32;;12.0;46.0;0
48.8649232433, 2.39448453584;"{""type"": ""Point"", ""coordinates"": [2.394484535844492, 48.864923243257905]}";1418.0;DVD;20/121;;Place Martin Nadaud;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;pl Martin Nadaud;120.0;14.0;6143;1;;PL;MARTIN NADAUD;6143-1;numnr;20.0;79.0;1
48.8655570398, 2.39358857275;"{""type"": ""Point"", ""coordinates"": [2.39358857274576, 48.865557039844]}";1336.0;DEVE;;Square du Docteur Grancher;9 rue de la Bidassoa;75.0;75020;Borne-fontaine;1.0;Non;Non;Non;;Oui;Oui;;9 rue de la Bidassoa;120.0;4.0;0954;9;;RUE;BIDASSOA;0954-9;;20.0;79.0;1
48.847391339, 2.39529262388;"{""type"": ""Point"", ""coordinates"": [2.395292623881718, 48.84739133895805]}";582.0;DVD;12/121;;16 Place de la Nation;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;16 Place de la Nation;112.0;14.0;6685;16;;PL;NATION;6685-16;;12.0;46.0;1
48.8705418919, 2.39648787902;"{""type"": ""Point"", ""coordinates"": [2.396487879016316, 48.870541891929044]}";1316.0;DEVE;;Square des Saint-Simoniens;2 rue de la Duée;75.0;75020;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;2 rue de la Duee;120.0;4.0;2960;2;;RUE;DUEE;2960-2;;20.0;78.0;1
48.8839335246, 2.3975905228;"{""type"": ""Point"", ""coordinates"": [2.397590522803233, 48.883933524610036]}";1285.0;DVD;19/117;;21 Avenue de la Porte Brunet;75.0;75019;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;21 Avenue de la Porte Brunet;119.0;14.0;7634;21;;AV;PORTE BRUNET;7634-21;;19.0;75.0;1
48.8705216823, 2.39784163863;"{""type"": ""Point"", ""coordinates"": [2.397841638630396, 48.870521682263636]}";1402.0;DVD;20/132;;157 Rue de Menilmontant;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;157 Rue de Menilmontant;120.0;14.0;6270;157;;RUE;MENILMONTANT;6270-157;;20.0;78.0;1
48.8381100259, 2.3989852088;"{""type"": ""Point"", ""coordinates"": [2.398985208800171, 48.83811002591498]}";487.0;DEVE;;Jardin de Reuilly;194 avenue Daumesnil;75.0;75012;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;194 avenue Daumesnil;112.0;4.0;2584;194;;AV;DAUMESNIL;2584-194;;12.0;46.0;1
48.847889527, 2.39927042271;"{""type"": ""Point"", ""coordinates"": [2.3992704227147, 48.84788952700827]}";512.0;EDP;39;;2 cours de Vincennes;75.0;75012;Wallace;1.0;Non;;Oui;Non;;;;2 crs de Vincennes;112.0;11.0;9850;2;;CRS;VINCENNES;9850-2;;12.0;45.0;1
48.8478674137, 2.39985336796;"{""type"": ""Point"", ""coordinates"": [2.399853367963034, 48.84786741369596]}";572.0;DDEEES;;Marché Cours de Vincennes;6 Cours de Vincennes;75.0;75012;Borne marché;1.0;Non;Non;;;;;;6 crs de Vincennes;112.0;13.0;9850;6;;CRS;VINCENNES;9850-6;;12.0;45.0;0
48.847818372, 2.40041625293;"{""type"": ""Point"", ""coordinates"": [2.400416252933645, 48.847818371985234]}";547.0;DDEEES;;Marché Cours de Vincennes;14 Cours de Vincennes;75.0;75012;Borne marché;1.0;Non;Non;;;;;;14 crs de Vincennes;112.0;13.0;9850;14;;CRS;VINCENNES;9850-14;;12.0;45.0;0
48.8542107963, 2.4011154562;"{""type"": ""Point"", ""coordinates"": [2.401115456200055, 48.854210796304635]}";1308.0;DEVE;;Jardin Casque d'Or;12 rue Michel de Bourges;75.0;75020;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;12 rue Michel de Bourges;120.0;4.0;6332;12;;RUE;MICHEL DE BOURGES;6332-12;;20.0;80.0;1
48.855601893, 2.4008668585;"{""type"": ""Point"", ""coordinates"": [2.400866858503846, 48.85560189295369]}";1378.0;DDEEES;;Marché Réunion;65/67 place de la Réunion;75.0;75020;Borne marché;1.0;Non;Non;;;;;;65 pl de la Reunion;120.0;13.0;8179;65;;PL;REUNION;8179-65;;20.0;80.0;0
48.8599067382, 2.40098352454;"{""type"": ""Point"", ""coordinates"": [2.400983524539178, 48.85990673816124]}";1401.0;DVD;20/144;;154 Rue des Pyrénées;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;154 Rue des Pyrenees;120.0;14.0;7904;154;;RUE;PYRENEES;7904-154;;20.0;79.0;1
48.8410767332, 2.39962347247;"{""type"": ""Point"", ""coordinates"": [2.399623472473102, 48.84107673324162]}";508.0;DEVE;;Promenade rue du Sahel;Rue du Sahel;75.0;75012;Modèle spécifique;5.0;Non;Non;Non;Non;Oui;Oui;;Rue du Sahel;112.0;7.0;8465;1;;RUE;SAHEL;8465-1;numnr;12.0;45.0;1
48.8661088737, 2.40018099707;"{""type"": ""Point"", ""coordinates"": [2.400180997067916, 48.86610887368129]}";1390.0;DDEEES;;Marché Belgrand;Rue de la Chine côté Belgrand;75.0;75020;Borne marché;1.0;Non;Non;;;;;;Rue de la Chine;120.0;13.0;2010;1;;RUE;CHINE;2010-1;numnr;20.0;79.0;0
48.8556828849, 2.40127731602;"{""type"": ""Point"", ""coordinates"": [2.4012773160187, 48.855682884929756]}";1379.0;DDEEES;;Marché Réunion;66 place de la Réunion;75.0;75020;Borne marché;1.0;Non;Non;;;;;;66 place de la Reunion;120.0;13.0;8179;66;;PL;REUNION;8179-66;;20.0;80.0;0
48.8715011779, 2.40241856005;"{""type"": ""Point"", ""coordinates"": [2.4024185600507, 48.87150117790156]}";1404.0;DVD;20/105;;24 rue Saint Fargeau;75.0;75020;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;24 rue Saint Fargeau;120.0;14.0;8603;24;;RUE;SAINT FARGEAU;8603-24;;20.0;78.0;1
48.8362130306, 2.40456403107;"{""type"": ""Point"", ""coordinates"": [2.404564031065626, 48.8362130305648]}";555.0;DDEEES;;Marché Poniatowski;266 bis avenue Daumesnil côté bâti;75.0;75012;Borne marché;1.0;Non;Non;;;;;;266 bis av Daumesnil;112.0;13.0;2584;266;B;AV;DAUMESNIL;2584-266B;;12.0;45.0;0
48.848285691, 2.40436595184;"{""type"": ""Point"", ""coordinates"": [2.404365951836515, 48.84828569097554]}";1331.0;DEVE;;Square Réjane;58 rue de Lagny;75.0;75020;Borne-fontaine;2.0;Non;Non;Non;Non;Oui;Oui;;58 rue de Lagny;120.0;4.0;5266;58;;RUE;LAGNY;5266-58;;20.0;80.0;1
48.8648452598, 2.40508549913;"{""type"": ""Point"", ""coordinates"": [2.405085499130592, 48.864845259819255]}";1375.0;DDEEES;;Marché Belgrand;50 rue Belgrand;75.0;75020;Borne marché;1.0;Non;Non;;;;;;50 rue Belgrand;120.0;13.0;0817;50;;RUE;BELGRAND;0817-50;;20.0;78.0;0
48.8346888872, 2.40699164731;"{""type"": ""Point"", ""coordinates"": [2.406991647312136, 48.834688887231245]}";496.0;DEVE;;Square Van Vollenhoven;5 rue Marcel Dubois;75.0;75012;Borne-fontaine;1.0;Non;Non;Non;Non;Oui;Oui;;5 rue Marcel Dubois;112.0;4.0;6001;5;;RUE;MARCEL DUBOIS;6001-5;;12.0;45.0;1
48.8470354615, 2.40787244722;"{""type"": ""Point"", ""coordinates"": [2.407872447218788, 48.8470354614947]}";596.0;DVD;12/123;;90 Cours de Vincennes;75.0;75012;Sanisette;1.0;Non;Non;Oui;Non;Oui;Oui;;90 crs de Vincennes;112.0;14.0;9850;90;;CRS;VINCENNES;9850-90;;12.0;45.0;1
48.8788233994, 2.40788739147;"{""type"": ""Point"", ""coordinates"": [2.40788739146583, 48.878823399359234]}";1245.0;DEVE;;Jardin Serge Gainsbourg;9 Avenue de la Porte des Lilas;75.0;75019;Modèle spécifique;9.0;Non;Non;Non;;Oui;Oui;;9 Avenue de la Porte des Lilas;119.0;7.0;7697;9;;AV;PORTE DES LILAS;7697-9;;19.0;75.0;1
48.852411881, 2.40935166774;"{""type"": ""Point"", ""coordinates"": [2.409351667739925, 48.85241188101663]}";1365.0;DEVE;161;Fontaine et bassins;59 boulevard Davout;75.0;75020;Fontaine ornementale;1.0;;;;;;;;59 boulevard Davout;120.0;12.0;2608;59;;BD;DAVOUT;2608-59;;20.0;80.0;0
